State, Facility Name, Facility ID (ORISPL), Stack/Unit/Pipe ID, Associated Units, Year, CO2 (short tons)
"NM","Valencia Power Plant","55802","CTG1",,"2016","44001.303",
"NV","Apex Generating Station","55514","CTG01",,"2016","549789.216",
"NV","Apex Generating Station","55514","CTG02",,"2016","569522.724",
"NV","Chuck Lenzie Generating Station","55322","CTG-1",,"2016","595077.708",
"NV","Chuck Lenzie Generating Station","55322","CTG-2",,"2016","577261.96",
"NV","Chuck Lenzie Generating Station","55322","CTG-3",,"2016","497258.683",
"NV","Chuck Lenzie Generating Station","55322","CTG-4",,"2016","501516.849",
"NV","Clark","2322","11A",,"2016","4241.563",
"NV","Clark","2322","11B",,"2016","4437.73",
"NV","Clark","2322","12A",,"2016","4665.433",
"NV","Clark","2322","12B",,"2016","4657.419",
"NV","Clark","2322","13A",,"2016","9509.393",
"NV","Clark","2322","13B",,"2016","9775.996",
"NV","Clark","2322","14A",,"2016","9202.205",
"NV","Clark","2322","14B",,"2016","8924.623",
"NV","Clark","2322","15A",,"2016","5160.275",
"NV","Clark","2322","15B",,"2016","5168.715",
"NV","Clark","2322","16A",,"2016","8391.542",
"NV","Clark","2322","16B",,"2016","8270.269",
"NV","Clark","2322","17A",,"2016","7160.302",
"NV","Clark","2322","17B",,"2016","7209.48",
"NV","Clark","2322","18A",,"2016","6773.749",
"NV","Clark","2322","18B",,"2016","6384.069",
"NV","Clark","2322","19A",,"2016","4319.403",
"NV","Clark","2322","19B",,"2016","4264.59",
"NV","Clark","2322","20A",,"2016","7961.825",
"NV","Clark","2322","20B",,"2016","7999.38",
"NV","Clark","2322","21A",,"2016","6841.726",
"NV","Clark","2322","21B",,"2016","6959.06",
"NV","Clark","2322","22A",,"2016","5708.804",
"NV","Clark","2322","22B",,"2016","5550.623",
"NV","Clark","2322","CS11"," 11A, 11B","2016",,
"NV","Clark","2322","CS12"," 12A, 12B","2016",,
"NV","Clark","2322","CS13"," 13A, 13B","2016",,
"NV","Clark","2322","CS14"," 14A, 14B","2016",,
"NV","Clark","2322","CS15"," 15A, 15B","2016",,
"NV","Clark","2322","CS16"," 16A, 16B","2016",,
"NV","Clark","2322","CS17"," 17A, 17B","2016",,
"NV","Clark","2322","CS18"," 18A, 18B","2016",,
"NV","Clark","2322","CS19"," 19A, 19B","2016",,
"NV","Clark","2322","CS20"," 20A, 20B","2016",,
"NV","Clark","2322","CS21"," 21B, 21A","2016",,
"NV","Clark","2322","CS22"," 22A, 22B","2016",,
"NV","Desert Star Energy Center","55077","EDE1",,"2016","228644.552",
"NV","Desert Star Energy Center","55077","EDE2",,"2016","279726.286",
"NV","Fort Churchill","2330","1",,"2016","71206.396",
"NV","Fort Churchill","2330","2",,"2016","66236.532",
"NV","Harry Allen","7082","**3",,"2016","7819.682",
"NV","Harry Allen","7082","**4",,"2016","11745.815",
"NV","Harry Allen","7082","**5",,"2016","541624.828",
"NV","Harry Allen","7082","**6",,"2016","555030.567",
"NV","Las Vegas Generating Station","10761","1",,"2016","6950.028",
"NV","Las Vegas Generating Station","10761","2",,"2016","45314.818",
"NV","Las Vegas Generating Station","10761","3",,"2016","40561.577",
"NV","Las Vegas Generating Station","10761","4",,"2016","42907.181",
"NV","Las Vegas Generating Station","10761","5",,"2016","41855.378",
"NV","North Valmy","8224","1",,"2016","513083.711",
"NV","North Valmy","8224","2",,"2016","507692.603",
"NV","Reid Gardner","2324","4",,"2016","436436.201",
"NV","Silverhawk","55841","A01",,"2016","451188.217",
"NV","Silverhawk","55841","A03",,"2016","485254.566",
"NV","Sun Peak Generating Station","54854","3",,"2016","6561.901",
"NV","Sun Peak Generating Station","54854","4",,"2016","5312.235",
"NV","Sun Peak Generating Station","54854","5",,"2016","2956.114",
"NV","TS Power Plant","56224","001",,"2016","756726.608",
"NV","Tracy","2336","3",,"2016","61565.609",
"NV","Tracy","2336","4",,"2016","15358.567",
"NV","Tracy","2336","5",,"2016","11626.115",
"NV","Tracy","2336","6",,"2016","117069.425",
"NV","Tracy","2336","8",,"2016","605131.644",
"NV","Tracy","2336","9",,"2016","583368.842",
"NV","Tri-Center Naniwa Energy","55494","CT3",,"2016",,
"NV","Tri-Center Naniwa Energy","55494","CT4",,"2016",,
"NV","Tri-Center Naniwa Energy","55494","CT5",,"2016",,
"NV","Tri-Center Naniwa Energy","55494","CT6",,"2016",,
"NV","Walter M. Higgins III Generating Station","55687","BHG1",,"2016","571827.509",
"NV","Walter M. Higgins III Generating Station","55687","BHG2",,"2016","555749.845",
"NY","23rd and 3rd","7910","2301",,"2016","33299.415",
"NY","23rd and 3rd","7910","2302",,"2016","31269.591",
"NY","59th Street","2503","BLR114",,"2016",,
"NY","59th Street","2503","BLR115",,"2016",,
"NY","59th Street","2503","BLR116",,"2016",,
"NY","59th Street","2503","BLR117",,"2016",,
"NY","59th Street","2503","BLR118",,"2016",,
"NY","59th Street","2503","CS0001"," BLR114, BLR115, BLR116, BLR117, BLR118","2016",,
"NY","59th Street","2503","CT0001",,"2016",,
"NY","74th Street","2504","120",,"2016","42953.375",
"NY","74th Street","2504","121",,"2016","47393.45",
"NY","74th Street","2504","122",,"2016","43431.8",
"NY","74th Street","2504","CS0002"," 120, 121, 122","2016",,
"NY","74th Street","2504","CT0001",,"2016",,
"NY","74th Street","2504","CT0002",,"2016",,
"NY","AG - Energy","10803","1",,"2016",,
"NY","AG - Energy","10803","2",,"2016",,
"NY","Allegany Station No. 133","10619","00001",,"2016","39737.818",
"NY","Arthur Kill","2490","20",,"2016","316715.143",
"NY","Arthur Kill","2490","30",,"2016","292051.127",
"NY","Arthur Kill","2490","CS0002"," 20, 30","2016",,
"NY","Arthur Kill","2490","CT0001",,"2016",,
"NY","Astoria Energy","55375","CT1",,"2016","551706.315",
"NY","Astoria Energy","55375","CT2",,"2016","550983.057",
"NY","Astoria Energy","55375","CT3",,"2016","435081.314",
"NY","Astoria Energy","55375","CT4",,"2016","467977.274",
"NY","Astoria Gas Turbine Power","55243","CT0005",,"2016",,
"NY","Astoria Gas Turbine Power","55243","CT0007",,"2016",,
"NY","Astoria Gas Turbine Power","55243","CT0008",,"2016",,
"NY","Astoria Gas Turbine Power","55243","CT0010",,"2016",,
"NY","Astoria Gas Turbine Power","55243","CT0011",,"2016",,
"NY","Astoria Gas Turbine Power","55243","CT0012",,"2016",,
"NY","Astoria Gas Turbine Power","55243","CT0013",,"2016",,
"NY","Astoria Gas Turbine Power","55243","CT2-1A",,"2016","1429.5",
"NY","Astoria Gas Turbine Power","55243","CT2-1B",,"2016","1435.6",
"NY","Astoria Gas Turbine Power","55243","CT2-2A",,"2016","1843.9",
"NY","Astoria Gas Turbine Power","55243","CT2-2B",,"2016","1843.9",
"NY","Astoria Gas Turbine Power","55243","CT2-3A",,"2016","965.2",
"NY","Astoria Gas Turbine Power","55243","CT2-3B",,"2016","965.2",
"NY","Astoria Gas Turbine Power","55243","CT2-4A",,"2016","1505.5",
"NY","Astoria Gas Turbine Power","55243","CT2-4B",,"2016","1505.5",
"NY","Astoria Gas Turbine Power","55243","CT3-1A",,"2016","1826.5",
"NY","Astoria Gas Turbine Power","55243","CT3-1B",,"2016","1826.5",
"NY","Astoria Gas Turbine Power","55243","CT3-2A",,"2016","1527.2",
"NY","Astoria Gas Turbine Power","55243","CT3-2B",,"2016","1527.2",
"NY","Astoria Gas Turbine Power","55243","CT3-3A",,"2016","1360.6",
"NY","Astoria Gas Turbine Power","55243","CT3-3B",,"2016","1360.6",
"NY","Astoria Gas Turbine Power","55243","CT3-4A",,"2016","957.4",
"NY","Astoria Gas Turbine Power","55243","CT3-4B",,"2016","957.4",
"NY","Astoria Gas Turbine Power","55243","CT4-1A",,"2016","1821.8",
"NY","Astoria Gas Turbine Power","55243","CT4-1B",,"2016","1821.8",
"NY","Astoria Gas Turbine Power","55243","CT4-2A",,"2016","1745.8",
"NY","Astoria Gas Turbine Power","55243","CT4-2B",,"2016","1745.8",
"NY","Astoria Gas Turbine Power","55243","CT4-3A",,"2016","1839.0",
"NY","Astoria Gas Turbine Power","55243","CT4-3B",,"2016","1839.0",
"NY","Astoria Gas Turbine Power","55243","CT4-4A",,"2016","1498.6",
"NY","Astoria Gas Turbine Power","55243","CT4-4B",,"2016","1498.6",
"NY","Astoria Generating Station","8906","20",,"2016","5641.342",
"NY","Astoria Generating Station","8906","31RH",,"2016",,
"NY","Astoria Generating Station","8906","32SH",,"2016",,
"NY","Astoria Generating Station","8906","41SH",,"2016",,
"NY","Astoria Generating Station","8906","42RH",,"2016",,
"NY","Astoria Generating Station","8906","51RH",,"2016",,
"NY","Astoria Generating Station","8906","52SH",,"2016",,
"NY","Astoria Generating Station","8906","CP30"," 31RH, 32SH","2016","191453.445",
"NY","Astoria Generating Station","8906","CPG45A"," 41SH, 42RH, 51RH, 52SH","2016","293969.334",
"NY","Astoria Generating Station","8906","CPO40"," 41SH, 42RH","2016",,
"NY","Astoria Generating Station","8906","CPO50"," 51RH, 52SH","2016","16539.952",
"NY","Astoria Generating Station","8906","CT0001",,"2016",,
"NY","Athens Generating Company","55405","1",,"2016","513431.695",
"NY","Athens Generating Company","55405","2",,"2016","500564.978",
"NY","Athens Generating Company","55405","3",,"2016","411328.39",
"NY","Batavia Energy","54593","1",,"2016","25558.625",
"NY","Bayswater Peaking Facility","55699","1",,"2016","112123.883",
"NY","Bayswater Peaking Facility","55699","2",,"2016","8294.031",
"NY","Beaver Falls, LLC","10617","1",,"2016","1563.431",
"NY","Bethlehem Energy Center (Albany)","2539","10001",,"2016","506889.035",
"NY","Bethlehem Energy Center (Albany)","2539","10002",,"2016","563958.703",
"NY","Bethlehem Energy Center (Albany)","2539","10003",,"2016","557584.058",
"NY","Bethpage Energy Center","50292","GT1",,"2016","59985.575",
"NY","Bethpage Energy Center","50292","GT2",,"2016","42339.09",
"NY","Bethpage Energy Center","50292","GT3",,"2016","105665.658",
"NY","Bethpage Energy Center","50292","GT4",,"2016","112199.086",
"NY","Binghamton Cogen Plant","55600","1",,"2016","15664.3",
"NY","Black River Generation, LLC","10464","CS-1"," E0001, E0002, E0003","2016","456978.244",
"NY","Black River Generation, LLC","10464","E0001",,"2016",,
"NY","Black River Generation, LLC","10464","E0002",,"2016",,
"NY","Black River Generation, LLC","10464","E0003",,"2016",,
"NY","Bowline Generating Station","2625","1",,"2016","363574.826",
"NY","Bowline Generating Station","2625","2",,"2016","344890.232",
"NY","Brentwood","7912","BW01",,"2016","24064.037",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2016","435514.873",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2016","431646.254",
"NY","Caithness Long Island Energy Center","56234","0001",,"2016","797122.058",
"NY","Carr Street Generating Station","50978","A",,"2016","35756.371",
"NY","Carr Street Generating Station","50978","B",,"2016","29825.943",
"NY","Carthage Energy","10620","1",,"2016","5429.8",
"NY","Castleton Power, LLC","10190","1",,"2016","130301.398",
"NY","Cayuga Operating Company, LLC","2535","1",,"2016",,
"NY","Cayuga Operating Company, LLC","2535","2",,"2016",,
"NY","Cayuga Operating Company, LLC","2535","CSM001"," 1, 2","2016","505194.108",
"NY","Cayuga Operating Company, LLC","2535","CSM002"," 1, 2","2016","50773.021",
"NY","Cayuga Operating Company, LLC","2535","CSM003"," 1, 2","2016","204.295",
"NY","Cornell University Ithaca Campus","50368","CT1",,"2016",,
"NY","Cornell University Ithaca Campus","50368","CT2",,"2016",,
"NY","Covanta Niagara","50472","BLR05",,"2016",,
"NY","Covanta Niagara","50472","R1B01",,"2016","16694.55",
"NY","Covanta Niagara","50472","R1B02",,"2016","209.6",
"NY","Danskammer Generating Station","2480","1",,"2016","804.97",
"NY","Danskammer Generating Station","2480","2",,"2016","1789.907",
"NY","Danskammer Generating Station","2480","3",,"2016","5506.707",
"NY","Danskammer Generating Station","2480","4",,"2016","6216.264",
"NY","E F Barrett","2511","10",,"2016","446078.825",
"NY","E F Barrett","2511","20",,"2016","398128.725",
"NY","E F Barrett","2511","U00004",,"2016","6098.1",
"NY","E F Barrett","2511","U00005",,"2016","5660.3",
"NY","E F Barrett","2511","U00006",,"2016","3501.5",
"NY","E F Barrett","2511","U00007",,"2016","7697.6",
"NY","E F Barrett","2511","U00008",,"2016","3050.0",
"NY","E F Barrett","2511","U00009",,"2016","6896.2",
"NY","E F Barrett","2511","U00010",,"2016",,
"NY","E F Barrett","2511","U00011",,"2016","3163.8",
"NY","E F Barrett","2511","U00012",,"2016","10948.4",
"NY","E F Barrett","2511","U00013",,"2016","10948.4",
"NY","E F Barrett","2511","U00014",,"2016","9918.7",
"NY","E F Barrett","2511","U00015",,"2016","9918.7",
"NY","E F Barrett","2511","U00016",,"2016","12181.4",
"NY","E F Barrett","2511","U00017",,"2016","12181.4",
"NY","E F Barrett","2511","U00018",,"2016","13850.6",
"NY","E F Barrett","2511","U00019",,"2016","13850.6",
"NY","East Hampton Facility","2512","UGT001",,"2016","11405.371",
"NY","East River","2493","1",,"2016","550475.175",
"NY","East River","2493","2",,"2016","575805.7",
"NY","East River","2493","60",,"2016","351269.475",
"NY","East River","2493","70",,"2016","232222.775",
"NY","Edgewood Energy","55786","CT01",,"2016","27379.309",
"NY","Edgewood Energy","55786","CT02",,"2016","26557.613",
"NY","Empire Generating Company LLC","56259","CT-1",,"2016","634618.518",
"NY","Empire Generating Company LLC","56259","CT-2",,"2016","592826.353",
"NY","Equus  Power I","56032","0001",,"2016","57683.625",
"NY","Fortistar North Tonawanda Inc","54131","NTCT1",,"2016","42068.15",
"NY","Freeport Power Plant No. 2","2679","5",,"2016","24183.925",
"NY","Glenwood","2514","U00020",,"2016","2062.9",
"NY","Glenwood","2514","U00021",,"2016","1638.1",
"NY","Glenwood Landing Energy Center","7869","UGT011",,"2016","177.7",
"NY","Glenwood Landing Energy Center","7869","UGT012",,"2016","46952.475",
"NY","Glenwood Landing Energy Center","7869","UGT013",,"2016","49435.775",
"NY","Gowanus Generating Station","2494","CT01-1",,"2016",,
"NY","Gowanus Generating Station","2494","CT01-2",,"2016",,
"NY","Gowanus Generating Station","2494","CT01-3",,"2016",,
"NY","Gowanus Generating Station","2494","CT01-4",,"2016",,
"NY","Gowanus Generating Station","2494","CT01-5",,"2016",,
"NY","Gowanus Generating Station","2494","CT01-6",,"2016",,
"NY","Gowanus Generating Station","2494","CT01-7",,"2016",,
"NY","Gowanus Generating Station","2494","CT01-8",,"2016",,
"NY","Gowanus Generating Station","2494","CT02-1",,"2016",,
"NY","Gowanus Generating Station","2494","CT02-2",,"2016",,
"NY","Gowanus Generating Station","2494","CT02-3",,"2016",,
"NY","Gowanus Generating Station","2494","CT02-4",,"2016",,
"NY","Gowanus Generating Station","2494","CT02-5",,"2016",,
"NY","Gowanus Generating Station","2494","CT02-6",,"2016",,
"NY","Gowanus Generating Station","2494","CT02-7",,"2016",,
"NY","Gowanus Generating Station","2494","CT02-8",,"2016",,
"NY","Gowanus Generating Station","2494","CT03-1",,"2016",,
"NY","Gowanus Generating Station","2494","CT03-2",,"2016",,
"NY","Gowanus Generating Station","2494","CT03-3",,"2016",,
"NY","Gowanus Generating Station","2494","CT03-4",,"2016",,
"NY","Gowanus Generating Station","2494","CT03-5",,"2016",,
"NY","Gowanus Generating Station","2494","CT03-6",,"2016",,
"NY","Gowanus Generating Station","2494","CT03-7",,"2016",,
"NY","Gowanus Generating Station","2494","CT03-8",,"2016",,
"NY","Gowanus Generating Station","2494","CT04-1",,"2016",,
"NY","Gowanus Generating Station","2494","CT04-2",,"2016",,
"NY","Gowanus Generating Station","2494","CT04-3",,"2016",,
"NY","Gowanus Generating Station","2494","CT04-4",,"2016",,
"NY","Gowanus Generating Station","2494","CT04-5",,"2016",,
"NY","Gowanus Generating Station","2494","CT04-6",,"2016",,
"NY","Gowanus Generating Station","2494","CT04-7",,"2016",,
"NY","Gowanus Generating Station","2494","CT04-8",,"2016",,
"NY","Greenidge Generation LLC","2527","6",,"2016",,
"NY","Harlem River Yard","7914","HR01",,"2016","10420.615",
"NY","Harlem River Yard","7914","HR02",,"2016","11584.709",
"NY","Hawkeye Energy Greenport, LLC","55969","U-01",,"2016","11862.9",
"NY","Hell Gate","7913","HG01",,"2016","11252.902",
"NY","Hell Gate","7913","HG02",,"2016","10351.166",
"NY","Hillburn","2628","001",,"2016","352.38",
"NY","Holtsville Facility","8007","U00001",,"2016","942.7",
"NY","Holtsville Facility","8007","U00002",,"2016","949.9",
"NY","Holtsville Facility","8007","U00003",,"2016","745.0",
"NY","Holtsville Facility","8007","U00004",,"2016","743.5",
"NY","Holtsville Facility","8007","U00005",,"2016","1338.3",
"NY","Holtsville Facility","8007","U00006",,"2016","1344.1",
"NY","Holtsville Facility","8007","U00007",,"2016","1488.3",
"NY","Holtsville Facility","8007","U00008",,"2016","1456.6",
"NY","Holtsville Facility","8007","U00009",,"2016","755.4",
"NY","Holtsville Facility","8007","U00010",,"2016","755.4",
"NY","Holtsville Facility","8007","U00011",,"2016","4685.6",
"NY","Holtsville Facility","8007","U00012",,"2016","4685.6",
"NY","Holtsville Facility","8007","U00013",,"2016","2479.3",
"NY","Holtsville Facility","8007","U00014",,"2016","2464.9",
"NY","Holtsville Facility","8007","U00015",,"2016","2972.9",
"NY","Holtsville Facility","8007","U00016",,"2016","2972.9",
"NY","Holtsville Facility","8007","U00017",,"2016","2175.2",
"NY","Holtsville Facility","8007","U00018",,"2016","2175.2",
"NY","Holtsville Facility","8007","U00019",,"2016","4399.8",
"NY","Holtsville Facility","8007","U00020",,"2016","4399.9",
"NY","Hudson Avenue","2496","CT0003",,"2016",,
"NY","Hudson Avenue","2496","CT0004",,"2016",,
"NY","Hudson Avenue","2496","CT0005",,"2016",,
"NY","Huntley Power","2549","67",,"2016",,
"NY","Huntley Power","2549","68",,"2016",,
"NY","Huntley Power","2549","CS0001"," 67, 68","2016","286748.516",
"NY","Indeck-Corinth Energy Center","50458","1",,"2016","261260.0",
"NY","Indeck-Olean Energy Center","54076","1",,"2016","55947.95",
"NY","Indeck-Oswego Energy Center","50450","1",,"2016","28811.75",
"NY","Indeck-Silver Springs Energy Center","50449","1",,"2016","40072.9",
"NY","Indeck-Yerkes Energy Center","50451","1",,"2016","53687.575",
"NY","Independence","54547","1",,"2016","461644.501",
"NY","Independence","54547","2",,"2016","444906.299",
"NY","Independence","54547","3",,"2016","365093.372",
"NY","Independence","54547","4",,"2016","361123.588",
"NY","KIAC Cogeneration","54114","GT1",,"2016","115125.682",
"NY","KIAC Cogeneration","54114","GT2",,"2016","157640.367",
"NY","Lafarge Building Materials, Inc.","880044","41000",,"2016",,
"NY","Lehigh Northeast Cement Company","880052","01070",,"2016",,
"NY","Lehigh Northeast Cement Company","880052","MS1N"," 01070","2016",,
"NY","Lehigh Northeast Cement Company","880052","MS1S"," 01070","2016",,
